"Hora del RTC DS3231	 Temperatura	 Índice UV	 Rango"
"Hora: 9:51:15	 - Temperatura: 32	 - Índice UV 0	 - Rango: 64"
"Hora: 9:51:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 218"
"Hora: 9:51:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:51:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 9:51:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:51:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:51:21	 - Temperatura: 32	 - Índice UV 0	 - Rango: 85"
"Hora: 9:51:22	 - Temperatura: 32	 - Índice UV 0	 - Rango: 65"
"Hora: 9:51:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 9:51:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:51:25	 - Temperatura: 32	 - Índice UV 0	 - Rango: 64"
"Hora: 9:51:26	 - Temperatura: 32	 - Índice UV 0	 - Rango: 57"
"Hora: 9:51:27	 - Temperatura: 32	 - Índice UV 0	 - Rango: 68"
"Hora: 9:51:28	 - Temperatura: 32	 - Índice UV 1	 - Rango: 163"
"Hora: 9:51:29	 - Temperatura: 32	 - Índice UV 1	 - Rango: 118"
"Hora: 9:51:30	 - Temperatura: 32	 - Índice UV 0	 - Rango: 68"
"Hora: 9:51:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:51:32	 - Temperatura: 32	 - Índice UV 0	 - Rango: 65"
"Hora: 9:51:33	 - Temperatura: 32	 - Índice UV 1	 - Rango: 201"
"Hora: 9:51:34	 - Temperatura: 32	 - Índice UV 0	 - Rango: 56"
"Hora: 9:51:35	 - Temperatura: 32	 - Índice UV 0	 - Rango: 68"
"Hora: 9:51:36	 - Temperatura: 32	 - Índice UV 0	 - Rango: 56"
"Hora: 9:51:37	 - Temperatura: 32	 - Índice UV 1	 - Rango: 126"
"Hora: 9:51:38	 - Temperatura: 32	 - Índice UV 0	 - Rango: 60"
"Hora: 9:51:39	 - Temperatura: 32	 - Índice UV 0	 - Rango: 54"
"Hora: 9:51:40	 - Temperatura: 32	 - Índice UV 0	 - Rango: 62"
"Hora: 9:51:41	 - Temperatura: 32	 - Índice UV 0	 - Rango: 47"
"Hora: 9:51:42	 - Temperatura: 32	 - Índice UV 0	 - Rango: 67"
"Hora: 9:51:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:51:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 9:51:45	 - Temperatura: 32	 - Índice UV 0	 - Rango: 59"
"Hora: 9:51:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 9:51:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:51:48	 - Temperatura: 32	 - Índice UV 0	 - Rango: 53"
"Hora: 9:51:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:51:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:51:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:51:52	 - Temperatura: 32	 - Índice UV 0	 - Rango: 69"
"Hora: 9:51:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:51:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:51:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:51:56	 - Temperatura: 32	 - Índice UV 0	 - Rango: 60"
"Hora: 9:51:57	 - Temperatura: 32	 - Índice UV 0	 - Rango: 68"
"Hora: 9:51:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 215"
"Hora: 9:51:59	 - Temperatura: 32	 - Índice UV 0	 - Rango: 70"
"Hora: 9:52:0	 - Temperatura: 32	 - Índice UV 0	 - Rango: 63"
"Hora: 9:52:1	 - Temperatura: 32	 - Índice UV 0	 - Rango: 70"
"Hora: 9:52:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 9:52:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:52:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:52:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:52:6	 - Temperatura: 32	 - Índice UV 0	 - Rango: 62"
"Hora: 9:52:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:52:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:52:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:52:11	 - Temperatura: 32	 - Índice UV 0	 - Rango: 85"
"Hora: 9:52:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 9:52:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 9:52:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 9:52:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 9:52:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 9:52:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:52:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:52:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 9:52:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:52:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:52:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:52:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:52:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:52:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:52:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:52:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:52:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 261"
"Hora: 9:52:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:52:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:52:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:52:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:52:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:52:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:52:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 9:52:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:52:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:52:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:52:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:52:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:52:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:52:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 9:52:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:52:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:52:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:52:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:52:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:52:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:52:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:52:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:52:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 9:52:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:53:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:53:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:53:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:53:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:53:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 271"
"Hora: 9:53:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 272"
"Hora: 9:53:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:53:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:53:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:53:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:53:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:53:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:53:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:53:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:53:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:53:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:53:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:53:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 253"
"Hora: 9:53:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:53:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:53:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:53:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:53:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 9:53:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 9:53:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:53:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:53:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:53:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:53:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:53:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:53:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:53:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:53:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:53:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:53:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:54:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:54:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:54:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:54:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:54:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:54:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:54:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:54:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:54:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:54:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:54:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:54:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:54:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:54:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:54:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 9:54:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:54:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:54:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:54:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 9:54:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:54:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 224"
"Hora: 9:54:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 9:54:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 9:54:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:54:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:54:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:54:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 255"
"Hora: 9:54:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:54:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:54:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:54:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:54:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:54:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:54:33	 - Temperatura: 32	 - Índice UV 1	 - Rango: 111"
"Hora: 9:54:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 223"
"Hora: 9:54:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:54:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:54:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:54:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:54:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:54:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 225"
"Hora: 9:54:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 9:54:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 225"
"Hora: 9:54:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:54:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 9:54:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 271"
"Hora: 9:54:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 9:54:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:54:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 9:54:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 9:54:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 9:54:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 9:54:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:54:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:54:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:54:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:54:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:54:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 215"
"Hora: 9:54:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:54:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 9:55:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:55:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:55:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:55:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:55:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 224"
"Hora: 9:55:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:55:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:55:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:55:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:55:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 9:55:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:55:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:55:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:55:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:55:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 9:55:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:55:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:55:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:55:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:55:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:55:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:55:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:55:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:55:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:55:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:55:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 9:55:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:55:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:55:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:55:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:55:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:55:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:55:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:55:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 9:55:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:55:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:55:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 9:55:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:55:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 9:55:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:55:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:55:42	 - Temperatura: 32	 - Índice UV 0	 - Rango: 63"
"Hora: 9:55:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:55:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:55:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:55:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:55:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:55:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:55:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:55:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 9:55:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 9:55:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:55:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:55:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:55:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:55:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 9:55:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 9:55:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:55:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:56:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:56:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:56:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:56:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 9:56:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:56:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 9:56:6	 - Temperatura: 32	 - Índice UV 1	 - Rango: 143"
"Hora: 9:56:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:56:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:56:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:56:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:56:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 9:56:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:56:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:56:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:56:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:56:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:56:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:56:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:56:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:56:20	 - Temperatura: 32	 - Índice UV 1	 - Rango: 199"
"Hora: 9:56:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 9:56:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 206"
"Hora: 9:56:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:56:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:56:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 225"
"Hora: 9:56:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:56:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:56:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:56:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:56:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:56:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:56:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:56:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 9:56:34	 - Temperatura: 32	 - Índice UV 1	 - Rango: 189"
"Hora: 9:56:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 209"
"Hora: 9:56:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:56:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 9:56:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:56:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:56:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:56:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
